id,name,states,levels,company,date_published,time_published
11121974,Lead Analytic Consultant - Operations Intelligence Strategy Execution,['ID'],senior,Wells Fargo,2023-05-27,11:34:10
11233809,Operations Finance Manager - Pharmacy,['KY'],senior,Chewy,2023-04-21,23:08:52
10984670,Forensics Manager,"['FL', 'MA', 'CA', 'IL', 'CO', 'TN', 'NJ', 'NY', 'PA', 'OR', 'RI', 'WA', 'DC']",senior,WithumSmith+Brown,2023-05-15,23:07:45
11437988,Sr Regulatory Affairs Specialist,"['GA', 'MA', 'CO', 'MN', 'PA', 'FL']",senior,Philips,2023-05-26,11:20:11
11139564,Global Product Portfolio Manager - Digital Services,['TX'],senior,Siemens,2023-04-05,23:47:23
11224639,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11219980,DoD SkillBridge Internship - Technician/Specialist - Midwest Zone (FlexForce),['IA'],internship,Siemens,2023-04-19,23:41:28
11224652,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11224600,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11438994,Strategic Pricing Manager,['GA'],senior,Flexport,2023-05-26,23:04:37
11387510,Flexport Research Causal Analysis Summer Internship,['Remote'],internship,Flexport,2023-05-17,23:05:31
10688519,"Sr Software Engineer, Data Platform (REMOTE USA)",['Remote'],senior,Siemens,2023-05-03,23:46:11
11090488,Build Specialist (Super Heavy Booster),['TX'],mid,SpaceX,2023-05-22,23:06:39
11224611,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11371251,"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",['ID'],internship,Siemens,2023-05-13,23:33:38
11371312,"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",['OR'],internship,Siemens,2023-05-13,23:33:38
10958804,Workday Financial Integration Developer,['Remote'],mid,Echo Global Logistics,2023-03-02,23:08:05
11224613,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11224653,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11321039,"DOD SkillBridge Internship - Life Safety Specialist - Birmingham, AL",['AL'],internship,Siemens,2023-05-09,23:40:12
11371300,"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",['LA'],internship,Siemens,2023-05-13,23:33:38
11219977,DoD SkillBridge Internship - Technician/Specialist - Midwest Zone (FlexForce),['IL'],internship,Siemens,2023-04-19,23:41:28
11001815,"Senior Clinical Research Monitor (Remote, Southwest Region) THV",['Remote'],senior,Edwards Lifesciences,2023-04-07,23:22:52
10175229,Checker,['NM'],mid,Kroger,2022-10-01,11:54:15
11205692,Lead Machine Learning Scientist,['TX'],senior,Visa,2023-04-17,23:04:27
8901847,"Physician Team Lead - Cleveland - Akron - Canton, OH",['OH'],entry,UnitedHealth Group,2023-05-12,23:48:01
11388914,Advanced Data Engineer (KTD),['OH'],senior,Kroger,2023-05-17,23:59:22
11043318,Internal Auditor,['IL'],mid,Here Technologies,2023-03-17,23:35:41
10945288,Sr. Lead Data Insights Analyst,['GA'],senior,"Chick-fil-A, Inc.",2023-05-05,23:16:28
10669439,Senior Treasury Information Systems Analyst(HYBRID),['MD'],senior,GEICO,2023-03-30,11:36:03
11405110,Senior Advisor Cybersecurity Consulting,['TX'],senior,Dell Technologies,2023-05-24,10:04:11
10498637,Business Intelligence Engineer II -  Supply Chain Order Routing,"['WA', 'MA', 'MN', 'FL']",mid,Chewy,2023-05-01,23:07:50
11386105,Assistant General Counsel - Global Partnerships,['GA'],senior,Intuit,2023-05-17,11:15:11
11317407,Senior Business Intelligence Analyst,['TN'],senior,Unum Group,2023-05-09,23:05:57
10979741,Senior Business Intelligence Engineer (Remote),['IL'],senior,Enova,2023-04-06,23:11:06
11314590,"Director & Actuary OR Director & Assistant Actuary, Personal Lines Reserving & Claims Analytics",['Remote'],senior,The Hartford,2023-05-09,10:06:08
11325194,"Manager, Performance Analytics",['CT'],senior,Spectrum,2023-05-18,11:29:54
11239144,Wealth Strategy Associate,['NM'],senior,UBS,2023-04-30,23:07:45
11399443,Solutions Consultant,['Remote'],mid,Adobe,2023-05-19,10:15:36
11334131,Senior Data Analyst,['Remote'],senior,Arcadia,2023-05-24,23:05:16
10782368,Painter - 3705,['WA'],mid,The Boeing Company,2023-02-20,23:16:59
11431002,"Manager, Rx Product Development (IC)",['GA'],senior,CVS Health,2023-05-27,10:29:17
11371271,"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",['OH'],internship,Siemens,2023-05-13,23:33:38
11321086,"DOD SkillBridge Internship - Building Automation Specialist - Birmingham, AL",['AL'],internship,Siemens,2023-05-09,23:40:12
11302841,Sr. GCP Auditor,['Remote'],senior,Philips,2023-05-05,11:29:41
10939415,Data Engineering Manager,['Remote'],senior,Sotheby's,2023-05-04,23:02:11
11171135,Senior Data Engineer,['Remote'],senior,Circle,2023-05-23,23:02:27
11110183,Senior Data Engineer,['IL'],senior,Adyen,2023-05-10,10:06:43
9892956,Chef de projet - Automatisation du bâtiment,['ON'],mid,Siemens,2023-02-08,23:37:40
11371325,"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",['MN'],internship,Siemens,2023-05-13,23:33:38
11076845,Supply Chain Planner (Starship Launch),['TX'],mid,SpaceX,2023-05-23,10:04:55
11326347,Senior Spark Data Engineer,['IL'],senior,Adyen,2023-05-16,23:08:29
11255961,Principal Regulatory Affairs Specialist,['Remote'],senior,Philips,2023-04-26,11:24:29
11321036,"DoD SkillBridge Internship - Technician/Specialist - Charlotte, NC",['NC'],internship,Siemens,2023-05-09,23:40:12
11022897,Sr. Supply Chain Planner (Starship),['TX'],senior,SpaceX,2023-05-23,23:07:10
11284628,"Channel Development Specialist, Industrial Computing (Location: National US / Remote)",['GA'],senior,Siemens,2023-05-02,23:41:42
11069460,DoD SkillBridge Internship - Technician/Specialist - Bloomington,['IL'],internship,Siemens,2023-03-22,23:46:26
11171108,Senior Data Engineer,['Remote'],senior,Circle,2023-05-23,23:02:27
11171151,Senior Data Engineer,['Remote'],senior,Circle,2023-05-23,23:02:27
10940484,Production Coordinator (Starship),['TX'],mid,SpaceX,2023-05-23,23:07:09
11296853,"Sr. Supply Chain Planner, Hardware (Starship)",['TX'],senior,SpaceX,2023-05-20,10:04:45
11224635,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
9607528,Senior Data Engineer (REMOTE),['Remote'],senior,GEICO,2023-04-03,23:30:50
11321710,"Supervisor - Biometrics, Enforcement Services Unit",['MA'],mid,The Commonwealth of Massachusetts,2023-05-10,10:06:25
11248111,Senior Data Analyst - People Analytics,['Remote'],senior,Edwards Lifesciences,2023-05-25,23:23:46
11431040,Research Nurse I (Full time/On-site),['FL'],mid,Labcorp,2023-05-25,11:16:15
11378719,Data Scientist II,['Remote'],mid,Humana,2023-05-16,11:15:19
10077643,Server,['NM'],mid,Cracker Barrel,2023-01-01,23:11:07
11403055,Certified Patient Care Assistant Medical PCU,['AZ'],mid,Banner Health,2023-05-19,23:16:39
11329715,(USA) Personal Shopper - Sam's,['NM'],mid,Walmart,2023-05-10,23:52:13
11419172,International Solutions Architect,['GA'],senior,"Chick-fil-A, Inc.",2023-05-24,23:18:03
11318186,Senior Cloud Machine Learning Engineer,['GA'],senior,Coca-Cola,2023-05-20,23:15:56
11164083,RAD Business Systems Analyst I,['MD'],mid,GEICO,2023-05-12,11:08:48
10453095,Master Data Management Business Process Lead (Off-Site),['IN'],senior,Cummins,2023-05-27,10:23:51
11168330,"AIML - Technical Program Manager, ML Systems Evaluation Engineering",['CA'],senior,Apple,2023-05-03,10:14:35
9672281,GreenSky - Fraud Operations Specialist- Atlanta/Remote,['GA'],mid,Goldman Sachs,2023-04-27,11:17:01
10917088,Senior Risk Analytics Consultant - Unsecured Lending Risk,['IA'],senior,Wells Fargo,2023-05-27,11:34:10
11233811,Operations Finance Manager - Pharmacy,['KY'],senior,Chewy,2023-04-21,23:08:52
11094352,"Senior Data Analyst, US",['TN'],senior,Unum Group,2023-05-10,23:06:36
11417633,Executive Director and Head of Data AI and Genome Sciences (DAGS) AIML,['MA'],senior,Merck,2023-05-23,11:16:47
10450122,Certified Patient Care Assistant Resource Team,['AZ'],mid,Banner Health,2023-05-19,23:16:39
11165314,Golang Developer,['CT'],senior,CGI,2023-04-18,10:06:57
11183409,Marketing Data Analyst ,['Remote'],senior,Designit,2023-05-09,23:08:45
10985784,Production Coordinator - Temporary,['TX'],mid,SpaceX,2023-05-19,23:06:53
11224599,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
10940481,Production Coordinator (Starship),['TX'],mid,SpaceX,2023-05-19,23:06:53
11413670,"Senior Software Engineer, Data Platform",['Remote'],senior,Samsara Inc.,2023-05-24,23:08:02
11171137,Senior Data Engineer,['Remote'],senior,Circle,2023-05-23,23:02:27
10883934,Principal Regulatory Affairs Specialist,['Remote'],senior,Philips,2023-04-12,11:28:27
10696302,"Sr Software Engineer, Data Platform (REMOTE USA)",['Remote'],senior,Siemens,2023-05-03,23:46:11
11094129,Technical Architect,['Remote'],senior,Echo Global Logistics,2023-03-28,23:07:59
10984981,"Staff Software Engineer, Data Engineering",['Remote'],senior,Samsara Inc.,2023-05-24,23:08:02
11257135,Lead Services Consultant ,['Remote'],senior,Celonis,2023-04-26,23:08:38
11171120,Senior Data Engineer,['Remote'],senior,Circle,2023-05-23,23:02:27
10599963,"Lab Production Technician - (Albuquerque, NM)",['NM'],mid,Siemens,2023-03-04,23:39:02
10984865,Demand Planner,['Remote'],senior,Samsara Inc.,2023-05-24,23:08:02
11269917,"Senior ML Engineer, Customs",['WA'],senior,Flexport,2023-04-28,23:05:12
11336690,Solution Architect (XHQ),['Remote'],senior,Siemens,2023-05-12,23:42:51
11224612,"Manager, Data Engineering",['Remote'],senior,Circle,2023-05-23,23:02:27
11382008,Lead Data Science Engineer - Remote US,['Remote'],senior,Siemens,2023-05-16,23:40:21
11172370,Patient Care Technician II Acute,['NM'],mid,DaVita,2023-05-25,23:23:02
11271322,Senior Data Solutions Analyst,['MA'],senior,Liberty Mutual Insurance,2023-05-10,23:38:50
11057839,Future Opportunity - Azure Infrastructure Cloud Architect,['MA'],mid,Avanade,2023-05-10,10:15:21
11439221,Data Engineering Manager,"['MA', 'MN', 'FL']",senior,Chewy,2023-05-26,23:08:15
11058926,Clinical Research Associate 2 / Sr. CRA - East Coast Oncology,['NC'],senior,Labcorp,2023-05-05,11:24:49
11441528,Senior Data Engineer,['NC'],senior,Wells Fargo,2023-05-26,23:46:34
11439229,"Manager, Human Resources Data Management","['WA', 'MA', 'MN', 'FL']",senior,Chewy,2023-05-26,23:08:15
11307662,"Aircraft Mechanic III - CV-22 - Cannon AFB, NM",['NM'],mid,Lockheed Martin,2023-05-24,10:47:25
10080696,To-Go Hospitality,['NM'],mid,Cracker Barrel,2023-01-01,23:11:07
11088969,"Sr Territory Business Manager - Albuquerque, NM - Psychiatry",['NM'],senior,Biogen,2023-03-26,23:03:37
11046996,Internal Audit Manager,['Remote'],senior,Atlassian,2023-05-25,23:14:50
10210205,"Facility Engineering Technician Assistant, Albuquerque Area",['NM'],mid,Kroger,2023-04-23,23:24:57
11083869,Dynamics 365 Solution Architect,['VA'],mid,Avanade,2023-04-21,10:17:30
11181344,"Consulting Industrial Hygienist, Risk Control",['GA'],senior,Liberty Mutual Insurance,2023-05-10,23:38:51
11292870,"Principal Program Manager, WW Safety Insights, Amazon Flex",['WA'],senior,Amazon,2023-05-04,10:11:12
11439110,Application Support Chat Representative (Remote) ,"['IL', 'UT']",mid,Enova,2023-05-26,23:06:58
11428424,Senior Lead Data Management Analyst - Data Governance,['IA'],senior,Wells Fargo,2023-05-25,11:28:21
10537669,"CNM, Midwife, Full Time - Chicago",['IL'],mid,Advocate Aurora Health,2022-12-07,10:09:16
11224762,Eligibility Coordinator,['Remote'],mid,Arcadia,2023-05-24,23:05:16
11417912,"AVP - Client Partner, Insurance",['Remote'],senior,Sutherland,2023-05-23,11:24:27
10918294,Azure Data Engineer,['Remote'],mid,Atos,2023-05-11,10:11:34
11174494,Data Defense Operations Developer,['GA'],senior,TikTok,2023-04-12,23:45:36
3127054,Prepared Meals and Rotisserie Chicken Associate,['NM'],entry,Walmart,2023-04-26,23:57:55
11123674,Clinical Data Specialist: Oncology (CTR),['Remote'],mid,Q-Centrix,2023-04-03,13:59:18
10950689,Data Analyst / Scientist Intern – Safety Marketplace,['Remote'],internship,Uber,2023-03-10,11:59:46
11376484,Senior Meat Cutter,['NM'],senior,Walmart,2023-05-15,23:43:37
11184510,"Technician Apprentice Program - Power Generation - Albuquerque, NM",['NM'],mid,Cummins,2023-05-27,10:23:50
11424516,Software Engineer - Big Data,"['IL', 'TX', 'GA']",mid,State Farm,2023-05-24,11:05:18
11093345,Clinical Study Visualization Manager - Poland,['Remote'],senior,Labcorp,2023-05-24,10:45:30
9782401,Senior Solution Consultant - Remote,['Remote'],senior,Kinaxis,2023-01-31,23:02:04
11135329,Senior Research Associate Immunology - Vaccines - VIE Contract (W/M),['MA'],senior,Sanofi U.S.,2023-04-05,11:50:38
11399223,Business Analyst,['MA'],mid,The Commonwealth of Massachusetts,2023-05-19,10:11:37
9944876,Future Opportunity - Sr. Modern Workplace Consultant,['MI'],senior,Avanade,2023-02-02,10:16:37
10802888,"Lead Data Engineer (AWS, Azure, GCP)",['Remote'],senior,CapTech,2023-03-09,23:02:00
11240320,Lead Risk Analytics Consultant - Consumer Credit Data,['AZ'],senior,Wells Fargo,2023-05-27,11:33:31
11323515,Service Supervisor,['MN'],mid,Cummins,2023-05-26,10:22:10
8377073,Overnight Grocery Clerk,['NM'],mid,Kroger,2022-10-17,23:38:44
10856628,"Director, Customer Data Platforms (CDP) Architecture",['Remote'],senior,Bounteous,2023-02-10,23:07:32
10638949,Director of Strategic Alliances,['Remote'],senior,Socure,2023-01-27,23:06:09
11145176,"Manager, Financial Analysis",['TN'],senior,Unum Group,2023-05-26,23:07:26
11335980,Digital Data and Network Strategy Manager - Remote,['MI'],senior,Ford Motor Company,2023-05-11,23:25:55
11441133,Sr. Retail Integration Analyst - Remote,"['GA', 'MA', 'FL', 'CT', 'AR', 'MN', 'AZ', 'CA']",senior,UnitedHealth Group,2023-05-26,23:42:33
11260100,Residential Supervisor I,['MA'],mid,The Commonwealth of Massachusetts,2023-04-27,10:06:26
7913287,"Data Engineer, Analytics",['MA'],mid,Meta,2023-05-27,23:23:11
11419766,"Senior Analyst, Category Profit Improvement, National Brands",['OH'],senior,Kroger,2023-05-23,23:32:39
11212102,"Research Scientist, Fundamental Computer Vision",['Remote'],mid,Meta,2023-05-27,23:23:11
11413841,Third Party Response Program Manager,['Remote'],senior,Cash App,2023-05-22,23:11:14
11401671,Senior Clinical Research Associate II,['Remote'],senior,Labcorp,2023-05-19,11:21:14
11329043,Medical Assistant,['NY'],mid,Northwell Health,2023-05-10,23:41:24
11421043,Senior Business Accountability Specialist,['NC'],senior,Wells Fargo,2023-05-23,23:47:49
10074403,Sr Data Delivery Consultant,['IL'],senior,HCSC,2022-12-23,11:06:15
11287745,Lead Data Scientist Health Marketing,['Remote'],senior,Humana,2023-05-03,11:09:55
11151114,"Audit Supervisor, SOX",['TX'],senior,Kimberly-Clark,2023-04-07,11:09:37
11000590,Graph Database Developer  - Junior-to-mid,['VA'],mid,CGI,2023-05-18,10:12:30
7495986,Senior Data Engineer,['Remote'],senior,PayPal,2022-01-28,11:15:14
10918668,Lube and Tire Technician - FT,['NM'],mid,Avis,2023-02-23,10:18:08
11398128,"Analyst, Cyber Vulnerability Assessment (Remote)",['Remote'],senior,Collins Aerospace,2023-05-19,10:03:28
11433940,"Lead Technical Product Owner, Supply Chain Technology",['GA'],senior,"Chick-fil-A, Inc.",2023-05-25,23:17:50
11307750,Aircraft Mechanic III - CV-22 - Kirtland AFB,['NM'],mid,Lockheed Martin,2023-05-24,10:47:25
11215455,"District Leader RX - Colorado/Albuquerque, Northern New Mexico",['CO'],senior,CVS Health,2023-05-27,10:39:15
11224082,Principal Systems Software Analyst - C2BMC Planner Verification Test (23-261),['CO'],senior,Northrop Grumman,2023-05-23,11:19:12
11387351,Sr. Business Transformation Consultant,['NC'],senior,CapTech,2023-05-17,23:01:10
11198324,CBU Service Systems and Data Execution Leader,['IN'],mid,Cummins,2023-05-27,10:23:50
10881249,Physician Assistant Certified,['IL'],mid,Advocate Aurora Health,2023-02-16,10:11:42
11261101,Data Scientist Senior Technical Specialist,['MD'],senior,The Boeing Company,2023-04-27,10:19:49
11441156,(USA) Staff Data Scientist - Retail Intelligence,['TX'],senior,Walmart,2023-05-26,23:44:27
10340048,"Marketing Automation Manager , Amazon Flex",['WA'],senior,Amazon,2023-04-01,10:15:56
11262871,Configuration Analyst/ Principal Configuration Analyst,['MD'],senior,Northrop Grumman,2023-05-27,11:19:32
11415687,GIS Technician ,['MA'],mid,The Commonwealth of Massachusetts,2023-05-23,10:11:32
11079197,"Clinical Quality Control Oversight Representative, Clinical Operations",['OH'],senior,Labcorp,2023-03-24,11:47:53
10932631,AppleCare Business Intelligence Analyst,['CA'],mid,Apple,2023-05-03,10:14:35
11089836,"Compliance Program Manager [Bitcoin], Cash App",['Remote'],senior,Square,2023-03-27,23:02:48
11203140,"Area Manager, Environmental, Health, and Safety - DC/FC - Asset Protection/Loss Prevention",['TX'],senior,Walmart,2023-04-27,00:06:52
11207875,"Water Infrastructure Manager, AWS Water Team",['TX'],senior,Amazon,2023-05-17,10:16:49
11391603,Edp Systems Analyst II,['MA'],mid,The Commonwealth of Massachusetts,2023-05-18,10:11:28
11278947,Senior People Operations Analyst,['MA'],senior,CarGurus,2023-05-25,10:03:16
